model,WT->WT,DB->DB,HU->HU,WT->DB,WT->HU,WTDB->HU
expr,0.5238366538705542,0.5491979694537801,0.41759776670042104,0.5466660412588203,0.30121599261932874,0.2989772392703197
nbr_k15,0.5334845371297456,0.5527056989528085,0.440898692978499,0.553365861991433,0.30757969453247047,0.30597241794734575
nbr_only_k15,0.45342575631467863,0.42947911365410985,0.3909507782102904,0.43480595812325745,0.2795969494127486,0.2782900791678564
smooth_a0.5,0.5312256265793835,0.5575738728681531,0.43269188957719124,0.5612481317268564,0.3160428952295167,0.3148874102215114
expr_mlp,,,,,,
nbr_k15_mlp,,,,,,
sage_k15,,,,,,
