scheme,setting,train,test,model,seed,n_train,n_test,macro_f1,bal_acc,acc,f1_SPG,f1_SPC,f1_RS,f1_ES,f1_TubSom,f1_Interst,f1_Sertoli,f1_Myoid,f1_Leydig,f1_Endothelial,f1_Macrophage
germ4,DB->DB,DB1+DB3,DB2,smooth_a1.0,0,48565,31082,0.560457224502608,0.5776189870569994,0.6697123737211248,0.2334656084656084,0.6150512967565156,0.6229442169564342,0.7703677758318739,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,nbr_k5,0,48565,31082,0.7094481636760237,0.7751356131062553,0.765877356669455,0.5152979066022544,0.7506899724011039,0.7250851305334847,0.8467196451672518,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,nbr_only_k5,0,48565,31082,0.6176743645497148,0.678396159413569,0.6787851489608133,0.4095780308104487,0.6296132736104978,0.6501311352566504,0.7813750185212625,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,nbr_k15,0,48565,31082,0.7069288755475551,0.7725677300513281,0.7638826330351972,0.5111866833721138,0.7490138067061144,0.7217423957942171,0.845772616317775,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,nbr_only_k15,0,48565,31082,0.5867237348241958,0.6416972171944813,0.6517276880509619,0.3582538886101354,0.6111917229196896,0.6189606022951538,0.7584887254718043,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,nbr_k30,0,48565,31082,0.7029429995064346,0.7697231681875966,0.7601827424232674,0.5050612679808204,0.7466880276049048,0.7164690971445612,0.843553605295452,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,nbr_only_k30,0,48565,31082,0.5488185748588996,0.6012579945380669,0.6137314201145357,0.3080452236604948,0.5801795016632147,0.5855588526211671,0.7214907214907215,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,expr_mlp,0,48565,31082,0.6643268304394512,0.7396052807943747,0.724663792548742,0.4504504504504504,0.6950290510006456,0.6846289131199437,0.8271989071867648,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,nbr_k15_mlp,0,48565,31082,0.683482520566814,0.7422476731176096,0.7391094524161894,0.5024,0.7270047893896598,0.6795519737740746,0.8249733191035219,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,sage_k15,0,48565,31082,0.6917935304533501,0.7639891734755777,0.7482144006177208,0.4933078393881453,0.7348924228250702,0.7037807590214507,0.8351931005787343,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,expr_mlp,1,48565,31082,0.6626316543006752,0.7381200995487005,0.7216395341355125,0.4404684450227716,0.7057207094678991,0.6874512860483243,0.8168861766637056,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,nbr_k15_mlp,1,48565,31082,0.6822959399913033,0.7371775960964643,0.7382729554082749,0.499271895152902,0.7353353231406469,0.6737650785093335,0.8208114631623309,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,sage_k15,1,48565,31082,0.6872714846405075,0.760389986127302,0.7443214722347339,0.4848797250859106,0.730812711970858,0.700306464257715,0.8330870372475465,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,expr_mlp,2,48565,31082,0.6682108205050388,0.7410502161049698,0.7262402676790425,0.4634520361219969,0.7012841291609525,0.6849160434598561,0.8231910732773496,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,nbr_k15_mlp,2,48565,31082,0.6797678445968809,0.7439659161974451,0.7332539733607876,0.4967395473724588,0.7263663663663663,0.6815951344253232,0.814370330223375,,,,,,,
germ4,DB->DB,DB1+DB3,DB2,sage_k15,2,48565,31082,0.6931820016659713,0.7631486027493353,0.7496621839006499,0.496615603847524,0.7369012677199775,0.7037747920665387,0.8354363430298452,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,expr,0,84926,26991,0.7348814073331169,0.7820620032301243,0.7871512726464377,0.5191416309012875,0.7524100994644224,0.7908980949501059,0.8770758040166522,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,smooth_a0.25,0,84926,26991,0.747272054911537,0.7906314080566852,0.7991552739802156,0.5373831775700935,0.7655283062113225,0.8032995875515561,0.8828771483131763,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,smooth_a0.5,0,84926,26991,0.7534041312989311,0.7893763455155969,0.8057871142232597,0.551205400192864,0.7707585363990528,0.8054693274205469,0.8861832611832612,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,smooth_a0.75,0,84926,26991,0.7213459549541594,0.742317802387912,0.7820384572635323,0.5018466217684119,0.7403705696932421,0.773936548584436,0.8692300797705477,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,smooth_a1.0,0,84926,26991,0.632176240888024,0.6392984457227862,0.7144233262939499,0.3501498501498502,0.652975495915986,0.7075582601479843,0.8180213573382755,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,nbr_k5,0,84926,26991,0.7415853884055684,0.7891577564258263,0.7930050757659961,0.5289855072463768,0.7619338577866035,0.7951588502269289,0.8802633383623646,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,nbr_only_k5,0,84926,26991,0.6559352823740479,0.7017418776717738,0.71260790633915,0.4284135753749013,0.6452423980513868,0.7205443841272269,0.8295407719426766,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,nbr_k15,0,84926,26991,0.7400777421999013,0.7859062009521675,0.792486384350339,0.5220550077841204,0.764135212975595,0.7944053806175482,0.8797153674223418,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,nbr_only_k15,0,84926,26991,0.6345909876178824,0.6772412445268466,0.6930828794783447,0.3927473878303626,0.6265379224419872,0.7024632838604398,0.81661535633874,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,nbr_k30,0,84926,26991,0.7378488136483398,0.7832164165609099,0.7904486680745434,0.5189282627484875,0.7640704087028783,0.790330007674597,0.8780665754673963,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,nbr_only_k30,0,84926,26991,0.5985366936125665,0.6387914011189739,0.6582564558556556,0.3455648656457671,0.5906071735563022,0.6613426108958647,0.7966321243523317,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,expr_mlp,0,84926,26991,0.7329164599395699,0.7674203479220484,0.7867807787781113,0.5286343612334802,0.7500371968457075,0.7770382695507487,0.8759560121283432,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,nbr_k15_mlp,0,84926,26991,0.7376140420215593,0.7605555995159625,0.7941165573709755,0.5217764428234285,0.778497686009256,0.7787756323903607,0.8714064068631925,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,sage_k15,0,84926,26991,0.7438846450766161,0.7886937057975931,0.7950427920417917,0.5342756183745583,0.7693477269271705,0.7930956166250284,0.8788196183797077,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,expr_mlp,1,84926,26991,0.7264098298054502,0.767321813854383,0.7806305805638917,0.5110432752738373,0.7435684647302905,0.7775514822358,0.873476096981873,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,nbr_k15_mlp,1,84926,26991,0.7318704867097301,0.7676843382911975,0.785854544107295,0.5186862967157417,0.7616507372008594,0.7755840241145441,0.8715608888077748,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,sage_k15,1,84926,26991,0.7423420943165908,0.7869024232436777,0.7933755696343225,0.5324583185526782,0.7701420001518718,0.7903686982693755,0.8763993602924377,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,expr_mlp,2,84926,26991,0.7230876473682568,0.7627226055902787,0.7774443332962839,0.5093960956029921,0.7429835265405735,0.7700835119355554,0.8698874553939061,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,nbr_k15_mlp,2,84926,26991,0.7409313225006351,0.7645337343606596,0.79585787855211,0.5344060978191827,0.774253332382921,0.7809014514896868,0.8741644083107498,,,,,,,
germ4,WT->DB,WT1+WT2+WT3,DB3,sage_k15,2,84926,26991,0.7439930875172134,0.7864996476088597,0.7960431254862732,0.5325911294666906,0.7698016053309102,0.7936123514720351,0.879967263799218,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,expr,0,52656,26991,0.7374489246452735,0.7901611353626266,0.7898188284983884,0.5257595772787318,0.7344800625488663,0.8023441662226958,0.8872118925307997,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,smooth_a0.25,0,52656,26991,0.7474682620156393,0.7970351765417726,0.7997110147827053,0.5422680412371134,0.743117107224096,0.8115920210764019,0.8928958785249458,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,smooth_a0.5,0,52656,26991,0.7537909510874504,0.7980659110601884,0.8057871142232597,0.5583257506824386,0.7472995348103761,0.8147874852420307,0.894751033614956,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,smooth_a0.75,0,52656,26991,0.7269162433328769,0.7565972849131497,0.7834092845763403,0.5296989422294548,0.721011611261333,0.7820157681653527,0.874938651675367,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,smooth_a1.0,0,52656,26991,0.6379552499667015,0.6504340669587685,0.7145715238412804,0.3814169570267131,0.6335533730478183,0.7155053704213715,0.8213452993709032,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,nbr_k5,0,52656,26991,0.7467235748495051,0.8005857432058047,0.7968582119965915,0.5453324378777703,0.7445324135768597,0.8084851210553932,0.8885443268879971,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,nbr_only_k5,0,52656,26991,0.6567150043552545,0.712071453167311,0.7122744618576563,0.4375,0.6194834913370383,0.7342826844417513,0.8355938416422287,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,nbr_k15,0,52656,26991,0.7384276063353268,0.7936181527810027,0.7895965321773925,0.5303104977821587,0.734493670886076,0.8043348281016443,0.8845714285714286,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,nbr_only_k15,0,52656,26991,0.6244810836880408,0.6858414983938405,0.6799303471527546,0.4015090272163837,0.5714285714285714,0.7056751167955886,0.8193116193116193,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,nbr_k30,0,52656,26991,0.7353736420391277,0.7917947389979442,0.7870030750991072,0.5249352331606217,0.7296759296122303,0.8023629701637628,0.8845204352198958,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,nbr_only_k30,0,52656,26991,0.5862256425717278,0.6494196601714655,0.6407691452706458,0.3623529411764706,0.5217614804660726,0.6639657187378263,0.7968224299065421,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,expr_mlp,0,52656,26991,0.7354416285242056,0.774725582967364,0.7886332481197437,0.5332837486054295,0.7441212871287128,0.7859354268022999,0.8784260515603799,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,nbr_k15_mlp,0,52656,26991,0.7413028517157523,0.7765256561801505,0.7903004705272128,0.5578670975560492,0.7571701720841301,0.7785029856964311,0.8716711515263988,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,sage_k15,0,52656,26991,0.7374721134412379,0.7896310820071306,0.7886702975065762,0.5353032125064422,0.7352964647673769,0.7972479036766287,0.8820408728145038,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,expr_mlp,1,52656,26991,0.7326831738706414,0.770718536169175,0.7866696306176133,0.5290468133107727,0.7381592077991863,0.7848845757976768,0.8786420985749297,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,nbr_k15_mlp,1,52656,26991,0.7359789040763078,0.7745581881837668,0.7862250379756215,0.547748447204969,0.7450768399104178,0.7783244307000281,0.8727658984898167,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,sage_k15,1,52656,26991,0.7314441830971095,0.7853787982562149,0.7825200992923567,0.5255696202531646,0.7322923374114617,0.7920159113510442,0.8758988633727673,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,expr_mlp,2,52656,26991,0.7349300958318008,0.7748861219800437,0.7883739024119151,0.5290108675630871,0.7482909593670789,0.7833555456833999,0.8790630107136372,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,nbr_k15_mlp,2,52656,26991,0.7397000491958083,0.7783947504857107,0.7885591493460783,0.5557078519678872,0.7507489054458868,0.7802320704599469,0.8721113689095128,,,,,,,
germ4,DB->DB,DB1+DB2,DB3,sage_k15,2,52656,26991,0.7380915603148674,0.7906047125936649,0.7882627542514171,0.5376824034334764,0.7404871835694953,0.7952981651376146,0.8788984891188837,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,expr,0,84926,24703,0.3814496368397012,0.4317540906936751,0.4052949034530219,0.2045120156939676,0.3697861899754644,0.4023753589141216,0.5491249827752515,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,smooth_a0.25,0,84926,24703,0.3888050818810936,0.4468644468443241,0.4116099259199287,0.2156909220194358,0.3757072135785007,0.4015480082738373,0.5622741836526007,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,smooth_a0.5,0,84926,24703,0.3975094171446614,0.4718662425454111,0.417763024733838,0.2343594836146971,0.3851132686084142,0.390288146235959,0.5802767701195755,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,smooth_a0.75,0,84926,24703,0.3894268448438013,0.4832408153303738,0.4072784682022426,0.2427722373325274,0.3838158871566444,0.3495868383830864,0.581532416502947,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,smooth_a1.0,0,84926,24703,0.3686121559598758,0.4665669643355796,0.3856616605270614,0.2453614518909054,0.3618976882369325,0.3179726977901803,0.5492167859214852,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,nbr_k5,0,84926,24703,0.3928968428950525,0.4658711863187557,0.4099097275634538,0.234345665378244,0.393528714213112,0.3818181818181818,0.5618948101706722,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,nbr_only_k5,0,84926,24703,0.3640518742269178,0.4507864863229369,0.3784560579686677,0.2398612014747343,0.3773139031114612,0.3025145660840233,0.5365178262374524,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,nbr_k15,0,84926,24703,0.3928089369453347,0.4627766722440683,0.4107598267416913,0.234375,0.3879895999329028,0.3905987688864017,0.5582723789620342,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,nbr_only_k15,0,84926,24703,0.3562917884770369,0.4575051765226197,0.3738007529449864,0.2529827662395051,0.3872434017595308,0.2408333333333333,0.5441076525757782,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,nbr_k30,0,84926,24703,0.3889368680870824,0.4518296308504709,0.4085738574262235,0.2233372228704784,0.3905345305026433,0.3900179731784874,0.5518577457967204,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,nbr_only_k30,0,84926,24703,0.3408780514096242,0.4328335778648388,0.3656640893818564,0.2409211691762622,0.3938716019252932,0.196027633851468,0.5326918006854733,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,expr_mlp,0,84926,24703,0.366320176309009,0.4144063281825581,0.3925029348662106,0.1949408853450646,0.3869973809890618,0.3451533309834332,0.5381891079184764,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,nbr_k15_mlp,0,84926,24703,0.3700624783191227,0.4226788752795757,0.3972392017163907,0.2033218785796105,0.4161610393318581,0.3231008210666469,0.5376661742983752,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,sage_k15,0,84926,24703,0.3403807256113373,0.4488190551602247,0.3553414565032587,0.2199092607419268,0.3368969544515318,0.2468254626939995,0.5578912245578912,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,expr_mlp,1,84926,24703,0.3642100997179655,0.4231218626698185,0.3842853094765818,0.2058965683905268,0.3753122230279591,0.3376807485114828,0.5379508589418931,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,nbr_k15_mlp,1,84926,24703,0.3686285512245685,0.4452087879043296,0.3889810954135125,0.2262497038616441,0.4027029079037278,0.2925017410817921,0.5530598520511096,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,sage_k15,1,84926,24703,0.3377177864306283,0.4460317452206449,0.3482572966846132,0.2156895967468654,0.3307100697549633,0.2498555032614978,0.5546159759591865,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,expr_mlp,2,84926,24703,0.3601859226121932,0.4176466426976303,0.3804801036311379,0.1987944687389197,0.3642273712285381,0.3402763167122519,0.5374455337690632,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,nbr_k15_mlp,2,84926,24703,0.3702340227319249,0.4334714740882003,0.3944864996154313,0.2262354752904942,0.4089255735870173,0.3000379794910748,0.5457370625591136,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU1,sage_k15,2,84926,24703,0.3370437342916161,0.44217419904999,0.3540865481925272,0.2166573919495455,0.3458047000933231,0.2272920023746925,0.5584208427489034,,,,,,,
germ4,HU->HU,HU2,HU1,expr,0,26957,24703,0.4804917511343958,0.533749912379716,0.5050398736995506,0.3107148254495995,0.520070099307352,0.4948563953142653,0.5963256844663665,,,,,,,
germ4,HU->HU,HU2,HU1,smooth_a0.25,0,26957,24703,0.4873951931159446,0.5398073299324627,0.5119621098651985,0.3225907384230287,0.527701407981338,0.498435747594593,0.6008528784648187,,,,,,,
germ4,HU->HU,HU2,HU1,smooth_a0.5,0,26957,24703,0.4951580811429664,0.5424327520768275,0.5212727199125612,0.3326076034165131,0.5339396444811906,0.5088647328954252,0.6052203437787367,,,,,,,
germ4,HU->HU,HU2,HU1,smooth_a0.75,0,26957,24703,0.4866500314238278,0.5251851151772929,0.5146743310529086,0.3283964161638325,0.5229913271150385,0.5076782030712812,0.5875341793451588,,,,,,,
germ4,HU->HU,HU2,HU1,smooth_a1.0,0,26957,24703,0.4525205234867394,0.4850207091030979,0.48135853944865,0.3042897998093422,0.468567671953324,0.4843723313407344,0.5528522908435572,,,,,,,
germ4,HU->HU,HU2,HU1,nbr_k5,0,26957,24703,0.5044958707465808,0.5529622550787189,0.5307047726996721,0.3384819797375851,0.5505435664449132,0.5227272727272727,0.6062306640765522,,,,,,,
germ4,HU->HU,HU2,HU1,nbr_only_k5,0,26957,24703,0.4571774794490418,0.5071822447859343,0.4792130510464316,0.3182542210895189,0.4734976639278234,0.4815162539608027,0.5554417788180223,,,,,,,
germ4,HU->HU,HU2,HU1,nbr_k15,0,26957,24703,0.5057167011759134,0.5541003235855059,0.5319192000971542,0.340418410041841,0.551324370018517,0.5221404369669354,0.6089835876763605,,,,,,,
germ4,HU->HU,HU2,HU1,nbr_only_k15,0,26957,24703,0.4590449672779513,0.5047810590505891,0.4830992187183743,0.3141067897165458,0.4775903614457831,0.4882404435366209,0.5562422744128553,,,,,,,
germ4,HU->HU,HU2,HU1,nbr_k30,0,26957,24703,0.5019727555263,0.5479614362169474,0.5293284216491924,0.3317023789438164,0.5468837731611454,0.5210544733465531,0.6082503966536853,,,,,,,
germ4,HU->HU,HU2,HU1,nbr_only_k30,0,26957,24703,0.4442448701644423,0.4886852510514314,0.4680807999028458,0.2991202346041056,0.461391345923978,0.4744787077826725,0.5419891923470133,,,,,,,
germ4,HU->HU,HU2,HU1,expr_mlp,0,26957,24703,0.4672437569224292,0.5057032468540357,0.4988058130591426,0.2964257964257964,0.5289729485343984,0.4536597551836123,0.5899165275459098,,,,,,,
germ4,HU->HU,HU2,HU1,nbr_k15_mlp,0,26957,24703,0.4883622046122778,0.5134094714899631,0.523863498360523,0.3144974525243168,0.5475638051044084,0.4934202726733847,0.5979672881470014,,,,,,,
germ4,HU->HU,HU2,HU1,sage_k15,0,26957,24703,0.4947854510605303,0.5248297714087933,0.5309071772659191,0.3130511463844797,0.5652462890480762,0.4936439389331549,0.6072004298764105,,,,,,,
germ4,HU->HU,HU2,HU1,expr_mlp,1,26957,24703,0.4646393575804202,0.5045395628082853,0.4956078209124397,0.2792745201620003,0.5336731541550819,0.4624768946395564,0.5831328613650423,,,,,,,
germ4,HU->HU,HU2,HU1,nbr_k15_mlp,1,26957,24703,0.4859761336739147,0.5169445431161923,0.5196534833825851,0.3168888888888889,0.5550949159938905,0.4764362519201229,0.5954844778927564,,,,,,,
germ4,HU->HU,HU2,HU1,sage_k15,1,26957,24703,0.4952794910592943,0.5276190888715502,0.5292474598226936,0.3162481842705955,0.5619445499430308,0.4988009592326139,0.6041242707909374,,,,,,,
germ4,HU->HU,HU2,HU1,expr_mlp,2,26957,24703,0.4670919900941171,0.503700935100173,0.4978747520544063,0.2937746849727289,0.5196557338916027,0.467161208612267,0.58777633289987,,,,,,,
germ4,HU->HU,HU2,HU1,nbr_k15_mlp,2,26957,24703,0.4885842582266758,0.513202271167349,0.5234182083147796,0.3110720562390158,0.5463800045582314,0.5067004083510669,0.5901845637583892,,,,,,,
germ4,HU->HU,HU2,HU1,sage_k15,2,26957,24703,0.4975958445503886,0.5228273768685208,0.5361292150750921,0.3085450346420323,0.5698056801195814,0.5050047664442326,0.6070278969957081,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,expr,0,164573,24703,0.3801901690908722,0.4307335645023556,0.4081285673804801,0.2054794520547945,0.370485571107655,0.38714859437751,0.5576470588235294,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,smooth_a0.25,0,164573,24703,0.3864391116963543,0.4441430094550183,0.4140387807148929,0.2153767167244256,0.3793043478260869,0.381390874106652,0.5696845081282529,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,smooth_a0.5,0,164573,24703,0.3949537654932913,0.4693291968109998,0.4209610168805408,0.2396201144526969,0.3904677846425419,0.3661485319516407,0.5835786309262855,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,smooth_a0.75,0,164573,24703,0.3870399524218982,0.4822716004913031,0.4120147350524228,0.2535593220338983,0.3948952997213984,0.3164576559838984,0.5832475319483981,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,smooth_a1.0,0,164573,24703,0.3656839886065698,0.4654492260564495,0.3899931182447476,0.2571981336064641,0.3686118158753171,0.2846341655509175,0.5522918393935805,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,nbr_k5,0,164573,24703,0.3915571543316544,0.4629416208580809,0.4144031089341375,0.238095238095238,0.3946270649090606,0.361294964028777,0.5722113502935421,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,nbr_only_k5,0,164573,24703,0.3611623917920962,0.453091673609175,0.3810468364166295,0.2535981919828714,0.3853392016998027,0.2612879942256796,0.5444241792600313,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,nbr_k15,0,164573,24703,0.3901116547010135,0.4612521628527525,0.413350605189653,0.2363458241489101,0.3929579804019266,0.3587294696476376,0.5724133446055798,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,nbr_only_k15,0,164573,24703,0.3494898635724567,0.4582139970098476,0.3740031575112335,0.2650142993326978,0.3930073988103874,0.1928110277438492,0.5471267284028923,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,nbr_k30,0,164573,24703,0.3849154782574689,0.4522156166187735,0.4093429947779622,0.2265364164708792,0.3873881408380028,0.3550662061024755,0.5706711496185181,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,nbr_only_k30,0,164573,24703,0.3322627017274084,0.4376316913603882,0.3615755171436667,0.2480831066040069,0.3875737541764413,0.1555475633878798,0.5378463827413056,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,expr_mlp,0,164573,24703,0.3600968827444658,0.4153605065113617,0.3880095534955268,0.1968351987649556,0.348280365694384,0.3435565755615828,0.5517153909569409,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,nbr_k15_mlp,0,164573,24703,0.3626385778494717,0.4411538409572407,0.3831923248188479,0.2197109638161469,0.345720620842572,0.3250810492189802,0.5600416775201875,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,sage_k15,0,164573,24703,0.3390206071596719,0.4485843246905767,0.3593490669149496,0.2211494671645869,0.305621838312494,0.256368519573533,0.5729426035880738,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,expr_mlp,1,164573,24703,0.363769710129641,0.4144598522982399,0.3895073472857547,0.1952594490711082,0.3562158469945355,0.3597415844950697,0.5438619599578504,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,nbr_k15_mlp,1,164573,24703,0.3707023209904736,0.4356960183206447,0.3944055377889325,0.2179727534058242,0.3729504853576963,0.3310664158587759,0.5608196293395981,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,sage_k15,1,164573,24703,0.3421435246484048,0.4488959544729811,0.3598348378739424,0.220331228840699,0.3275736631502364,0.2489972988458705,0.5716719077568134,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,expr_mlp,2,164573,24703,0.3639445133580892,0.414354102926403,0.3885762862810185,0.1961921573572059,0.3495162257042555,0.3659322944653412,0.5441373759055541,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,nbr_k15_mlp,2,164573,24703,0.3667923736080838,0.4386598036434607,0.3903979273772416,0.226197769881142,0.3599469935398376,0.3230666962109461,0.5579580348004094,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU1,sage_k15,2,164573,24703,0.3446217449961992,0.4483564544036542,0.3638424482856333,0.2203358208955224,0.3180133432171979,0.2653061224489796,0.5748316934230968,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,expr,0,84926,26957,0.3886842855481344,0.4426064977343915,0.4116185035426791,0.2249004627138706,0.3584298584298584,0.378428927680798,0.5929778933680104,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,smooth_a0.25,0,84926,26957,0.3980208781371153,0.462176746226196,0.4200393218829988,0.2385828384190047,0.3627171165293973,0.3776143268308283,0.6131692307692308,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,smooth_a0.5,0,84926,26957,0.4048865558321283,0.4849167237019898,0.4247876247356901,0.2517429809685321,0.3705780489816113,0.3631596638655462,0.6340655295128237,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,smooth_a0.75,0,84926,26957,0.4010292763989036,0.497678494195525,0.419594168490559,0.2550335570469799,0.3752304340539634,0.3306486408744427,0.6432044736202286,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,smooth_a1.0,0,84926,26957,0.3813839006103985,0.4784100450247379,0.4003783803835738,0.249762007788836,0.3571968107427612,0.3056851311953353,0.6128916527146616,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,nbr_k5,0,84926,26957,0.4050316291145437,0.4828264076613177,0.4215231665244648,0.2549357868506804,0.3936211590820692,0.3598405513141004,0.6117290192113246,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,nbr_only_k5,0,84926,26957,0.3784825420667207,0.4678048327705238,0.3947768668620395,0.25,0.3750638732754215,0.2840656901908566,0.6048006048006048,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,nbr_k15,0,84926,26957,0.4022889409628287,0.4767265431873588,0.4193344956783025,0.2506324187585133,0.3914387266264874,0.3613451041175281,0.6057395143487859,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,nbr_only_k15,0,84926,26957,0.3730247384098722,0.4756997268022688,0.3925140037838038,0.2577035950110051,0.3903371093216869,0.2312826698833936,0.6127755794234031,,,,,,,
